,label,filename,filepath
1281,Byzantine Art,Byzantine Art_aug_0_2565.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2565.jpeg
1282,Byzantine Art,Byzantine Art_aug_0_2586.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2586.jpeg
1283,Byzantine Art,Byzantine Art_aug_0_2599.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2599.jpeg
1284,Byzantine Art,Byzantine Art_aug_0_2605.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2605.jpeg
1285,Byzantine Art,Byzantine Art_aug_0_2607.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2607.jpeg
1286,Byzantine Art,Byzantine Art_aug_0_2608.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2608.jpeg
1287,Byzantine Art,Byzantine Art_aug_0_261.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_261.jpeg
1288,Byzantine Art,Byzantine Art_aug_0_2617.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2617.jpeg
1289,Byzantine Art,Byzantine Art_aug_0_2626.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2626.jpeg
1290,Byzantine Art,Byzantine Art_aug_0_2630.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2630.jpeg
1291,Byzantine Art,Byzantine Art_aug_0_2638.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2638.jpeg
1292,Byzantine Art,Byzantine Art_aug_0_2639.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2639.jpeg
1293,Byzantine Art,Byzantine Art_aug_0_2649.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2649.jpeg
1294,Byzantine Art,Byzantine Art_aug_0_2653.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2653.jpeg
1295,Byzantine Art,Byzantine Art_aug_0_2654.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2654.jpeg
1296,Byzantine Art,Byzantine Art_aug_0_2655.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2655.jpeg
1297,Byzantine Art,Byzantine Art_aug_0_2675.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2675.jpeg
1298,Byzantine Art,Byzantine Art_aug_0_2681.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2681.jpeg
1299,Byzantine Art,Byzantine Art_aug_0_2688.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2688.jpeg
1300,Byzantine Art,Byzantine Art_aug_0_2701.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2701.jpeg
1301,Byzantine Art,Byzantine Art_aug_0_2704.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2704.jpeg
1302,Byzantine Art,Byzantine Art_aug_0_2705.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2705.jpeg
1303,Byzantine Art,Byzantine Art_aug_0_271.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_271.jpeg
1304,Byzantine Art,Byzantine Art_aug_0_2710.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2710.jpeg
1305,Byzantine Art,Byzantine Art_aug_0_2713.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2713.jpeg
1306,Byzantine Art,Byzantine Art_aug_0_2748.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2748.jpeg
1307,Byzantine Art,Byzantine Art_aug_0_2764.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2764.jpeg
1308,Byzantine Art,Byzantine Art_aug_0_2772.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2772.jpeg
1309,Byzantine Art,Byzantine Art_aug_0_2776.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2776.jpeg
1310,Byzantine Art,Byzantine Art_aug_0_278.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_278.jpeg
1311,Byzantine Art,Byzantine Art_aug_0_2780.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2780.jpeg
1312,Byzantine Art,Byzantine Art_aug_0_2791.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2791.jpeg
1313,Byzantine Art,Byzantine Art_aug_0_2810.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2810.jpeg
1314,Byzantine Art,Byzantine Art_aug_0_2842.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2842.jpeg
1315,Byzantine Art,Byzantine Art_aug_0_2843.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2843.jpeg
1316,Byzantine Art,Byzantine Art_aug_0_2861.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2861.jpeg
1317,Byzantine Art,Byzantine Art_aug_0_2868.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2868.jpeg
1318,Byzantine Art,Byzantine Art_aug_0_2879.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2879.jpeg
1319,Byzantine Art,Byzantine Art_aug_0_2884.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2884.jpeg
1320,Byzantine Art,Byzantine Art_aug_0_2890.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2890.jpeg
1321,Byzantine Art,Byzantine Art_aug_0_2891.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2891.jpeg
1322,Byzantine Art,Byzantine Art_aug_0_290.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_290.jpeg
1323,Byzantine Art,Byzantine Art_aug_0_2906.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2906.jpeg
1324,Byzantine Art,Byzantine Art_aug_0_2919.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2919.jpeg
1325,Byzantine Art,Byzantine Art_aug_0_292.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_292.jpeg
1326,Byzantine Art,Byzantine Art_aug_0_2923.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2923.jpeg
1327,Byzantine Art,Byzantine Art_aug_0_2942.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2942.jpeg
1328,Byzantine Art,Byzantine Art_aug_0_2945.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2945.jpeg
1329,Byzantine Art,Byzantine Art_aug_0_2950.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2950.jpeg
1330,Byzantine Art,Byzantine Art_aug_0_2968.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2968.jpeg
1331,Byzantine Art,Byzantine Art_aug_0_2971.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2971.jpeg
1332,Byzantine Art,Byzantine Art_aug_0_2986.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2986.jpeg
1333,Byzantine Art,Byzantine Art_aug_0_2999.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_2999.jpeg
1334,Byzantine Art,Byzantine Art_aug_0_3.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3.jpeg
1335,Byzantine Art,Byzantine Art_aug_0_30.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_30.jpeg
1336,Byzantine Art,Byzantine Art_aug_0_3014.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3014.jpeg
1337,Byzantine Art,Byzantine Art_aug_0_3026.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3026.jpeg
1338,Byzantine Art,Byzantine Art_aug_0_3034.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3034.jpeg
1339,Byzantine Art,Byzantine Art_aug_0_3042.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3042.jpeg
1340,Byzantine Art,Byzantine Art_aug_0_3048.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3048.jpeg
1341,Byzantine Art,Byzantine Art_aug_0_3051.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3051.jpeg
1342,Byzantine Art,Byzantine Art_aug_0_3062.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3062.jpeg
1343,Byzantine Art,Byzantine Art_aug_0_3069.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3069.jpeg
1344,Byzantine Art,Byzantine Art_aug_0_3073.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3073.jpeg
1345,Byzantine Art,Byzantine Art_aug_0_3098.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3098.jpeg
1346,Byzantine Art,Byzantine Art_aug_0_3104.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3104.jpeg
1347,Byzantine Art,Byzantine Art_aug_0_3115.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3115.jpeg
1348,Byzantine Art,Byzantine Art_aug_0_3119.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3119.jpeg
1349,Byzantine Art,Byzantine Art_aug_0_3122.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3122.jpeg
1350,Byzantine Art,Byzantine Art_aug_0_3135.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3135.jpeg
1351,Byzantine Art,Byzantine Art_aug_0_3143.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3143.jpeg
1352,Byzantine Art,Byzantine Art_aug_0_3145.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3145.jpeg
1353,Byzantine Art,Byzantine Art_aug_0_3147.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3147.jpeg
1354,Byzantine Art,Byzantine Art_aug_0_3155.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3155.jpeg
1355,Byzantine Art,Byzantine Art_aug_0_317.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_317.jpeg
1356,Byzantine Art,Byzantine Art_aug_0_3178.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3178.jpeg
1357,Byzantine Art,Byzantine Art_aug_0_3189.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3189.jpeg
1358,Byzantine Art,Byzantine Art_aug_0_3194.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3194.jpeg
1359,Byzantine Art,Byzantine Art_aug_0_322.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_322.jpeg
1360,Byzantine Art,Byzantine Art_aug_0_3223.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3223.jpeg
1361,Byzantine Art,Byzantine Art_aug_0_3229.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3229.jpeg
1362,Byzantine Art,Byzantine Art_aug_0_3230.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3230.jpeg
1363,Byzantine Art,Byzantine Art_aug_0_3268.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3268.jpeg
1364,Byzantine Art,Byzantine Art_aug_0_3273.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3273.jpeg
1365,Byzantine Art,Byzantine Art_aug_0_3281.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3281.jpeg
1366,Byzantine Art,Byzantine Art_aug_0_3288.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3288.jpeg
1367,Byzantine Art,Byzantine Art_aug_0_3292.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3292.jpeg
1368,Byzantine Art,Byzantine Art_aug_0_3301.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3301.jpeg
1369,Byzantine Art,Byzantine Art_aug_0_3307.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3307.jpeg
1370,Byzantine Art,Byzantine Art_aug_0_3312.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3312.jpeg
1371,Byzantine Art,Byzantine Art_aug_0_3314.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3314.jpeg
1372,Byzantine Art,Byzantine Art_aug_0_3323.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3323.jpeg
1373,Byzantine Art,Byzantine Art_aug_0_3354.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3354.jpeg
1374,Byzantine Art,Byzantine Art_aug_0_3375.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3375.jpeg
1375,Byzantine Art,Byzantine Art_aug_0_3379.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3379.jpeg
1376,Byzantine Art,Byzantine Art_aug_0_3385.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3385.jpeg
1377,Byzantine Art,Byzantine Art_aug_0_3388.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3388.jpeg
1378,Byzantine Art,Byzantine Art_aug_0_3389.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3389.jpeg
1379,Byzantine Art,Byzantine Art_aug_0_3404.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3404.jpeg
1380,Byzantine Art,Byzantine Art_aug_0_3405.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3405.jpeg
1381,Byzantine Art,Byzantine Art_aug_0_3412.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3412.jpeg
1382,Byzantine Art,Byzantine Art_aug_0_3428.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3428.jpeg
1383,Byzantine Art,Byzantine Art_aug_0_3432.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3432.jpeg
1384,Byzantine Art,Byzantine Art_aug_0_3452.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3452.jpeg
1385,Byzantine Art,Byzantine Art_aug_0_3453.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3453.jpeg
1386,Byzantine Art,Byzantine Art_aug_0_3462.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3462.jpeg
1387,Byzantine Art,Byzantine Art_aug_0_3467.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3467.jpeg
1388,Byzantine Art,Byzantine Art_aug_0_347.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_347.jpeg
1389,Byzantine Art,Byzantine Art_aug_0_3488.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3488.jpeg
1390,Byzantine Art,Byzantine Art_aug_0_3507.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3507.jpeg
1391,Byzantine Art,Byzantine Art_aug_0_3530.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3530.jpeg
1392,Byzantine Art,Byzantine Art_aug_0_354.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_354.jpeg
1393,Byzantine Art,Byzantine Art_aug_0_3543.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3543.jpeg
1394,Byzantine Art,Byzantine Art_aug_0_3547.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3547.jpeg
1395,Byzantine Art,Byzantine Art_aug_0_3555.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3555.jpeg
1396,Byzantine Art,Byzantine Art_aug_0_356.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_356.jpeg
1397,Byzantine Art,Byzantine Art_aug_0_3562.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3562.jpeg
1398,Byzantine Art,Byzantine Art_aug_0_3577.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3577.jpeg
1399,Byzantine Art,Byzantine Art_aug_0_3587.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3587.jpeg
1400,Byzantine Art,Byzantine Art_aug_0_36.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_36.jpeg
1401,Byzantine Art,Byzantine Art_aug_0_3612.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3612.jpeg
1402,Byzantine Art,Byzantine Art_aug_0_3615.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3615.jpeg
1403,Byzantine Art,Byzantine Art_aug_0_3631.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3631.jpeg
1404,Byzantine Art,Byzantine Art_aug_0_3637.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3637.jpeg
1405,Byzantine Art,Byzantine Art_aug_0_3643.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3643.jpeg
1406,Byzantine Art,Byzantine Art_aug_0_3646.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3646.jpeg
1407,Byzantine Art,Byzantine Art_aug_0_3662.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3662.jpeg
1408,Byzantine Art,Byzantine Art_aug_0_3664.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3664.jpeg
1409,Byzantine Art,Byzantine Art_aug_0_3672.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3672.jpeg
1410,Byzantine Art,Byzantine Art_aug_0_3678.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3678.jpeg
1411,Byzantine Art,Byzantine Art_aug_0_369.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_369.jpeg
1412,Byzantine Art,Byzantine Art_aug_0_3710.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3710.jpeg
1413,Byzantine Art,Byzantine Art_aug_0_3712.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3712.jpeg
1414,Byzantine Art,Byzantine Art_aug_0_3713.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3713.jpeg
1415,Byzantine Art,Byzantine Art_aug_0_3724.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3724.jpeg
1416,Byzantine Art,Byzantine Art_aug_0_3736.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3736.jpeg
1417,Byzantine Art,Byzantine Art_aug_0_374.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_374.jpeg
1418,Byzantine Art,Byzantine Art_aug_0_3740.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3740.jpeg
1419,Byzantine Art,Byzantine Art_aug_0_3741.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3741.jpeg
1420,Byzantine Art,Byzantine Art_aug_0_3747.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3747.jpeg
1421,Byzantine Art,Byzantine Art_aug_0_3759.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3759.jpeg
1422,Byzantine Art,Byzantine Art_aug_0_3763.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3763.jpeg
1423,Byzantine Art,Byzantine Art_aug_0_3768.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3768.jpeg
1424,Byzantine Art,Byzantine Art_aug_0_3769.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3769.jpeg
1425,Byzantine Art,Byzantine Art_aug_0_3790.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3790.jpeg
1426,Byzantine Art,Byzantine Art_aug_0_38.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_38.jpeg
1427,Byzantine Art,Byzantine Art_aug_0_380.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_380.jpeg
1428,Byzantine Art,Byzantine Art_aug_0_3800.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3800.jpeg
1429,Byzantine Art,Byzantine Art_aug_0_381.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_381.jpeg
1430,Byzantine Art,Byzantine Art_aug_0_3812.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3812.jpeg
1431,Byzantine Art,Byzantine Art_aug_0_3829.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3829.jpeg
1432,Byzantine Art,Byzantine Art_aug_0_3845.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3845.jpeg
1433,Byzantine Art,Byzantine Art_aug_0_3847.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3847.jpeg
1434,Byzantine Art,Byzantine Art_aug_0_3850.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3850.jpeg
1435,Byzantine Art,Byzantine Art_aug_0_3854.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3854.jpeg
1436,Byzantine Art,Byzantine Art_aug_0_3859.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3859.jpeg
1437,Byzantine Art,Byzantine Art_aug_0_3868.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3868.jpeg
1438,Byzantine Art,Byzantine Art_aug_0_3875.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3875.jpeg
1439,Byzantine Art,Byzantine Art_aug_0_3883.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3883.jpeg
1440,Byzantine Art,Byzantine Art_aug_0_39.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_39.jpeg
1441,Byzantine Art,Byzantine Art_aug_0_3913.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3913.jpeg
1442,Byzantine Art,Byzantine Art_aug_0_3914.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3914.jpeg
1443,Byzantine Art,Byzantine Art_aug_0_3920.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3920.jpeg
1444,Byzantine Art,Byzantine Art_aug_0_3921.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3921.jpeg
1445,Byzantine Art,Byzantine Art_aug_0_3925.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3925.jpeg
1446,Byzantine Art,Byzantine Art_aug_0_3945.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3945.jpeg
1447,Byzantine Art,Byzantine Art_aug_0_3947.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3947.jpeg
1448,Byzantine Art,Byzantine Art_aug_0_3955.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3955.jpeg
1449,Byzantine Art,Byzantine Art_aug_0_3966.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3966.jpeg
1450,Byzantine Art,Byzantine Art_aug_0_3985.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3985.jpeg
1451,Byzantine Art,Byzantine Art_aug_0_3987.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3987.jpeg
1452,Byzantine Art,Byzantine Art_aug_0_3988.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3988.jpeg
1453,Byzantine Art,Byzantine Art_aug_0_3995.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_3995.jpeg
1454,Byzantine Art,Byzantine Art_aug_0_4.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4.jpeg
1455,Byzantine Art,Byzantine Art_aug_0_40.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_40.jpeg
1456,Byzantine Art,Byzantine Art_aug_0_4011.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4011.jpeg
1457,Byzantine Art,Byzantine Art_aug_0_4018.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4018.jpeg
1458,Byzantine Art,Byzantine Art_aug_0_4025.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4025.jpeg
1459,Byzantine Art,Byzantine Art_aug_0_4026.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4026.jpeg
1460,Byzantine Art,Byzantine Art_aug_0_4037.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4037.jpeg
1461,Byzantine Art,Byzantine Art_aug_0_4062.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4062.jpeg
1462,Byzantine Art,Byzantine Art_aug_0_4063.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4063.jpeg
1463,Byzantine Art,Byzantine Art_aug_0_4090.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4090.jpeg
1464,Byzantine Art,Byzantine Art_aug_0_4100.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4100.jpeg
1465,Byzantine Art,Byzantine Art_aug_0_4107.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4107.jpeg
1466,Byzantine Art,Byzantine Art_aug_0_4108.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4108.jpeg
1467,Byzantine Art,Byzantine Art_aug_0_4123.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4123.jpeg
1468,Byzantine Art,Byzantine Art_aug_0_4125.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4125.jpeg
1469,Byzantine Art,Byzantine Art_aug_0_4127.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4127.jpeg
1470,Byzantine Art,Byzantine Art_aug_0_4132.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4132.jpeg
1471,Byzantine Art,Byzantine Art_aug_0_4135.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4135.jpeg
1472,Byzantine Art,Byzantine Art_aug_0_4159.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4159.jpeg
1473,Byzantine Art,Byzantine Art_aug_0_4160.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4160.jpeg
1474,Byzantine Art,Byzantine Art_aug_0_4161.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4161.jpeg
1475,Byzantine Art,Byzantine Art_aug_0_4170.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4170.jpeg
1476,Byzantine Art,Byzantine Art_aug_0_4174.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4174.jpeg
1477,Byzantine Art,Byzantine Art_aug_0_4176.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4176.jpeg
1478,Byzantine Art,Byzantine Art_aug_0_4179.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4179.jpeg
1479,Byzantine Art,Byzantine Art_aug_0_4184.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4184.jpeg
1480,Byzantine Art,Byzantine Art_aug_0_4191.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4191.jpeg
1481,Byzantine Art,Byzantine Art_aug_0_4193.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4193.jpeg
1482,Byzantine Art,Byzantine Art_aug_0_4205.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4205.jpeg
1483,Byzantine Art,Byzantine Art_aug_0_421.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_421.jpeg
1484,Byzantine Art,Byzantine Art_aug_0_4216.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4216.jpeg
1485,Byzantine Art,Byzantine Art_aug_0_4221.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4221.jpeg
1486,Byzantine Art,Byzantine Art_aug_0_4232.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4232.jpeg
1487,Byzantine Art,Byzantine Art_aug_0_4236.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4236.jpeg
1488,Byzantine Art,Byzantine Art_aug_0_424.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_424.jpeg
1489,Byzantine Art,Byzantine Art_aug_0_4247.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4247.jpeg
1490,Byzantine Art,Byzantine Art_aug_0_4251.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4251.jpeg
1491,Byzantine Art,Byzantine Art_aug_0_4283.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4283.jpeg
1492,Byzantine Art,Byzantine Art_aug_0_4297.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_4297.jpeg
